strategy,market,balance_i,pnl,balance,bars,close_market,profit,loss,coin,id,trade_index
W89Q2QTB,lowhigh,95.67355929820827,-2.0806421613561237,126.09956435543307,302,21,9,12,XRPUSDT,FN9BEBCP,41.0029539849464
NNNA37G2,lowhigh,98.82674068609063,1.227200774071794,124.75347807604275,327,24,10,14,XRPUSDT,SALMHM6J,41.17780861920443
UGK40I0J,lowhigh,98.82674068609063,1.227200774071794,124.75347807604275,327,24,10,14,XRPUSDT,QJGPZGE1,41.17780861920443
95TH9G4D,lowhigh,109.8775500009949,12.240567158234189,33.35408156647424,342,24,9,15,XRPUSDT,RK9LLBQY,41.204081250373086
LT8EFSXR,lowhigh,95.61837077887839,-2.2283679285508855,164.34497303070685,329,23,10,13,XRPUSDT,T2V9CL6D,41.57320468646886
DH6J0A1O,lowhigh,95.61837077887839,-2.2283679285508855,115.68249953089195,329,23,10,13,XRPUSDT,PQTLN6YZ,41.57320468646886
4D29NXC9,lowhigh,95.61837077887839,-2.2283679285508855,164.34497303070685,329,23,10,13,XRPUSDT,7QVPNIZJ,41.57320468646886
VIEDN9Y1,lowhigh,95.61837077887839,-2.2283679285508855,115.68249953089195,329,23,10,13,XRPUSDT,2JEN7BJW,41.57320468646886
C9FF0L56,lowhigh,92.33108535490635,-5.499111437888489,191.79453041352173,311,22,10,12,XRPUSDT,AGILRK9B,41.968675161321066
1611TSYS,lowhigh,106.20778514127369,9.000252254860651,50.51583320452948,375,25,10,15,XRPUSDT,JVS4CAM6,42.48311405650948
FSSOPGQ3,lowhigh,99.32712737218857,2.6956105599737885,234.81662924232262,304,21,9,12,XRPUSDT,N5O849C0,42.5687688737951
AM1LAJX1,lowhigh,94.1482337304844,-3.5516809852861178,83.22948266125695,349,22,10,12,XRPUSDT,KNX7GAIK,42.79465169567473
ELVJLB7C,lowhigh,100.07038338933873,2.3526746440181134,160.73530188878846,321,21,9,12,XRPUSDT,Y940KIXD,42.88730716685946
109II5XU,lowhigh,100.07038338933873,2.3526746440181134,169.59959756614577,321,21,9,12,XRPUSDT,WQ7Z92OC,42.88730716685946
7UPNQDY8,lowhigh,100.07038338933873,2.3526746440181134,169.59959756614577,321,21,9,12,XRPUSDT,MN53QIYD,42.88730716685946
Z2ICGQ4I,lowhigh,100.07038338933873,2.3526746440181134,160.73530188878846,321,21,9,12,XRPUSDT,JJ10XFLS,42.88730716685946
RJ1010ZC,lowhigh,100.98473032112113,4.355171809230958,234.07461234808127,277,21,9,12,XRPUSDT,ZAC2MPQH,43.27917013762334
M6IF2CY2,lowhigh,100.98473032112113,4.355171809230958,324.799013997851,277,21,9,12,XRPUSDT,2PSG51WI,43.27917013762334
PTGP7N5R,lowhigh,102.63971967289035,5.893681561210034,245.7546320213725,276,21,9,12,XRPUSDT,CMSKVRFD,43.988451288381576
IPBM2AKY,lowhigh,108.17941580647059,10.406716025034143,1115.1780679268145,318,22,9,13,XRPUSDT,ZD7UMJ7C,44.255215557192514
HIE53K2M,lowhigh,99.22454002310972,1.8577370985890478,95.00835281977467,347,26,12,14,XRPUSDT,52BEQO4M,45.79594154912756
CGET6Y4O,lowhigh,99.22454002310972,1.8577370985890478,104.69629234767716,347,26,12,14,XRPUSDT,3MPQAJSG,45.79594154912756
RLAO3CHK,lowhigh,88.52426033441752,-10.526326261772986,53.602500628120794,310,21,11,10,XRPUSDT,AK8WZWOK,46.36985065136156
1HXP7RK4,lowhigh,111.36392977398872,13.574570292001043,39.38530397672287,342,24,10,14,XRPUSDT,VCG9KU6U,46.40163740582863
4OCHHB2E,lowhigh,111.36392977398872,13.574570292001043,44.970653957909384,342,24,10,14,XRPUSDT,AJ1I1ORC,46.40163740582863
Z5IBMTOT,lowhigh,99.92414318069832,2.5440949069394008,144.2612010842671,337,25,12,13,XRPUSDT,XHZ98VIS,47.963588726735196
BXZ7QPYG,lowhigh,99.92414318069832,2.5440949069394008,95.02041052554219,337,25,12,13,XRPUSDT,LB285FC0,47.963588726735196
PWINTVME,lowhigh,100.04960714062287,2.6435510070383788,102.33975662402996,335,25,12,13,XRPUSDT,SU1FGZF5,48.02381142749898
XFMZP22C,lowhigh,100.04960714062287,2.6435510070383788,115.90303740226818,335,25,12,13,XRPUSDT,SIB061PQ,48.02381142749898
04C17J1E,lowhigh,113.59380288038966,15.173161849213734,940.9760114838618,316,21,9,12,XRPUSDT,YP24T5OX,48.68305837730985
GPMHFFMC,lowhigh,113.59380288038966,15.173161849213734,1242.6353899451776,316,21,9,12,XRPUSDT,UJQTO2JA,48.68305837730985
VRJ9EYPU,lowhigh,107.84774449355689,11.343365308243683,182.67224298505218,331,26,12,14,XRPUSDT,2MQMZ7DZ,49.77588207394933
FG8OLY6F,lowhigh,109.76314808895074,13.20125680214577,156.887982781893,344,26,12,14,XRPUSDT,30FWNXKA,50.65991450259265
OTGDW1HW,lowhigh,110.05623021820519,13.411536156113547,228.08728656998244,332,26,12,14,XRPUSDT,BNDRRPWR,50.79518317763316
X01XQN2Z,lowhigh,110.00946249087977,13.308394450625038,388.1831887324503,322,25,12,13,XRPUSDT,13Y6HRHC,52.804541995622294
PPAZK1L1,lowhigh,110.00946249087977,13.308394450625038,297.01735690006376,322,25,12,13,XRPUSDT,ZDXIDS4L,52.804541995622294
UVKV7VJA,lowhigh,111.96325875219115,15.166285944527123,315.5832349263746,335,25,12,13,XRPUSDT,W1QWDKFX,53.74236420105175
4PNKOAKB,lowhigh,111.96325875219115,15.166285944527123,281.13713569178736,335,25,12,13,XRPUSDT,421UIHZG,53.74236420105175
