strategy,market,balance_i,pnl,balance,bars,close_market,profit,loss,coin,id,trade_index
MTEOGAGN,lowlow,478.45401876777595,189.02997686059894,1741.3894779161662,1022,18,9,9,XRPUSDT,J90KP1MS,478.454018767776
ID4OL2SD,lowlow,478.7479355430605,191.43787554049672,397.20573695587245,912,16,7,9,XRPUSDT,VZ641QB5,372.3595054223804
18X62INM,lowlow,484.7844658179219,192.63778017810358,336.6537549084918,1019,17,8,9,XRPUSDT,OPQDOYLN,430.91952517148616
0DOTNI01,lowlow,484.7844658179219,192.63778017810358,171.68951827127077,1019,17,8,9,XRPUSDT,6A15G1SK,430.91952517148616
UTR1TJTD,lowlow,486.77323705421304,193.13289928443422,167.09133608993372,987,17,8,9,XRPUSDT,A25VQSMZ,432.68732182596716
MB9Q03KD,lowlow,521.4664187035207,201.617553459599,47.89743587921568,1431,128,57,71,XRPUSDT,OZM33OBI,418.6420544521223
PJLZIR0H,lowlow,521.4664187035207,201.617553459599,47.89743587921568,1431,128,57,71,XRPUSDT,IGN5N7DP,418.6420544521223
1H4SQMEX,lowlow,521.4664187035207,201.617553459599,47.89743587921568,1431,128,57,71,XRPUSDT,CLCSVX3D,418.6420544521223
O7P0LTFU,highhigh,275.4362816806008,204.3306478083691,616.3541419874405,5445,408,153,254,XRPUSDT,GZPN262Z,165.9124058942202
F5YKU8IK,highhigh,276.79803584832405,183.2182436608721,738.7687912818017,4127,405,180,222,XRPUSDT,TEKR67AR,224.43083987701948
RLOOEDH9,highhigh,280.2060037519062,215.03272317108377,285.39948991148947,5545,569,218,351,XRPUSDT,5XZDXJIK,174.03107925332068
HALID7GM,highhigh,280.2060037519062,215.03272317108377,285.39948991148947,5545,569,218,351,XRPUSDT,1HOZDS00,174.03107925332068
JLL2XI8U,highhigh,280.2060037519062,215.03272317108377,285.39948991148947,5545,569,218,351,XRPUSDT,QP13HNCY,174.03107925332068
5RVQIHA2,highhigh,280.43784170409384,209.97268910783612,371.1290897549852,5516,395,153,241,XRPUSDT,ENEWRU1G,178.03730199471516
W53O1G87,highhigh,280.43784170409384,209.97268910783612,371.1290897549852,5516,395,153,241,XRPUSDT,QUCG5QJF,178.03730199471516
O72K4ICI,highhigh,282.94366005354055,206.3438127907287,597.3144937355578,4654,793,272,521,XRPUSDT,NNRO36J6,147.71722751355668
ONHT6FDS,highhigh,283.33257239341157,205.98741903334485,1779.6576661194529,4542,839,300,536,XRPUSDT,RAPI2FK8,158.58166365302887
Y7Y7X9S9,highhigh,283.4363789426076,205.86563934214806,562.9887036918382,4577,482,208,273,XRPUSDT,RVI8OHDV,215.95152681341528
UL7V2AYW,highhigh,288.84337082660784,203.33504467483402,1042.3558539591356,4353,759,256,503,XRPUSDT,Z07I4WXL,147.00577123580837
0L36D6BC,highhigh,290.9400444684765,147.89864366520584,1241.200584615094,3461,73,32,41,XRPUSDT,QSJJA97Y,227.07515665832312
29IOT829,highhigh,291.1546077359627,212.26153411195543,769.5609971087118,5537,398,146,252,XRPUSDT,0DMKQUWS,168.68481241845458
BDXAZ3IH,highhigh,291.1546077359627,212.26153411195543,769.5609971087118,5537,398,146,252,XRPUSDT,CF4X4KUU,168.68481241845458
